Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Age Group,Month,Day Name
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200,51-60,2023-08,Thursday
252,2023-05-05,CUST252,Male,54,Electronics,1,300,300,51-60,2023-05,Friday
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000,51-60,2023-08,Thursday
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500,41-50,2023-07,Friday
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30,41-50,2023-04,Saturday
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000,18-30,2023-02,Saturday
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000,18-30,2023-02,Sunday
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50,31-40,2023-12,Monday
259,2023-08-09,CUST259,Female,45,Clothing,4,50,200,41-50,2023-08,Wednesday
260,2023-07-01,CUST260,Male,28,Beauty,2,30,60,18-30,2023-07,Saturday
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50,18-30,2023-08,Saturday
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120,31-40,2023-07,Sunday
263,2023-08-28,CUST263,Male,23,Beauty,2,30,60,18-30,2023-08,Monday
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900,41-50,2023-01,Saturday
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900,51-60,2023-12,Monday
266,2023-12-01,CUST266,Female,19,Electronics,2,30,60,18-30,2023-12,Friday
267,2023-11-27,CUST267,Female,32,Beauty,3,30,90,31-40,2023-11,Monday
268,2023-02-20,CUST268,Female,28,Electronics,1,30,30,18-30,2023-02,Monday
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000,18-30,2023-02,Wednesday
270,2023-07-26,CUST270,Male,43,Electronics,1,300,300,41-50,2023-07,Wednesday
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120,60+,2023-06,Friday
272,2023-02-25,CUST272,Female,61,Electronics,2,50,100,60+,2023-02,Saturday
273,2023-05-08,CUST273,Female,22,Beauty,1,50,50,18-30,2023-05,Monday
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000,18-30,2023-04,Sunday
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000,41-50,2023-04,Saturday
276,2023-10-02,CUST276,Female,21,Beauty,4,25,100,18-30,2023-10,Monday
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100,31-40,2023-08,Friday
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100,31-40,2023-03,Monday
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500,41-50,2023-08,Saturday
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500,31-40,2023-04,Tuesday
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000,18-30,2023-05,Tuesday
282,2023-08-25,CUST282,Female,64,Electronics,4,50,200,60+,2023-08,Friday
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500,<18,2023-05,Monday
284,2023-02-08,CUST284,Male,43,Clothing,4,50,200,41-50,2023-02,Wednesday
285,2023-08-15,CUST285,Female,31,Electronics,1,25,25,31-40,2023-08,Tuesday
286,2023-10-09,CUST286,Male,55,Electronics,2,25,50,51-60,2023-10,Monday
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100,51-60,2023-02,Monday
288,2023-01-26,CUST288,Male,28,Clothing,4,30,120,18-30,2023-01,Thursday
289,2023-11-30,CUST289,Male,53,Electronics,2,30,60,51-60,2023-11,Thursday
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600,18-30,2023-10,Wednesday
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600,51-60,2023-01,Sunday
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200,18-30,2023-02,Friday
293,2023-05-02,CUST293,Male,50,Electronics,3,30,90,41-50,2023-05,Tuesday
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90,18-30,2023-03,Monday
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900,18-30,2023-07,Friday
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200,18-30,2023-09,Wednesday
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000,31-40,2023-09,Monday
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200,18-30,2023-04,Thursday
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000,60+,2023-07,Tuesday
300,2023-01-31,CUST300,Female,19,Electronics,4,50,200,18-30,2023-01,Tuesday
301,2023-03-26,CUST301,Male,30,Clothing,4,30,120,18-30,2023-03,Sunday
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600,51-60,2023-07,Friday
303,2023-01-02,CUST303,Male,19,Electronics,3,30,90,18-30,2023-01,Monday
304,2023-07-19,CUST304,Female,37,Electronics,2,30,60,31-40,2023-07,Wednesday
305,2023-05-16,CUST305,Female,18,Beauty,1,30,30,<18,2023-05,Tuesday
306,2023-08-21,CUST306,Male,54,Electronics,1,50,50,51-60,2023-08,Monday
307,2023-05-27,CUST307,Female,26,Electronics,2,25,50,18-30,2023-05,Saturday
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200,31-40,2023-08,Saturday
309,2023-12-23,CUST309,Female,26,Beauty,1,25,25,18-30,2023-12,Saturday
310,2023-10-12,CUST310,Female,28,Beauty,1,25,25,18-30,2023-10,Thursday
311,2023-12-05,CUST311,Female,32,Beauty,4,25,100,31-40,2023-12,Tuesday
312,2023-09-07,CUST312,Male,41,Clothing,4,30,120,41-50,2023-09,Thursday
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500,51-60,2023-03,Tuesday
314,2023-04-08,CUST314,Male,52,Clothing,4,30,120,51-60,2023-04,Saturday
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60,41-50,2023-06,Thursday
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50,41-50,2023-04,Saturday
317,2023-01-30,CUST317,Male,22,Electronics,3,30,90,18-30,2023-01,Monday
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25,60+,2023-10,Tuesday
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500,31-40,2023-10,Thursday
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200,18-30,2023-02,Wednesday
321,2023-06-10,CUST321,Female,26,Electronics,2,25,50,18-30,2023-06,Saturday
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500,51-60,2023-01,Monday
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900,18-30,2023-01,Thursday
324,2023-10-27,CUST324,Female,52,Electronics,3,50,150,51-60,2023-10,Friday
325,2023-09-02,CUST325,Female,52,Electronics,2,25,50,51-60,2023-09,Saturday
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75,<18,2023-09,Friday
327,2023-09-29,CUST327,Male,57,Electronics,3,50,150,51-60,2023-09,Friday
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100,31-40,2023-03,Wednesday
329,2023-01-30,CUST329,Female,46,Electronics,4,25,100,41-50,2023-01,Monday
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200,18-30,2023-09,Monday
331,2023-02-11,CUST331,Male,28,Electronics,3,30,90,18-30,2023-02,Saturday
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200,51-60,2023-04,Thursday
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200,51-60,2023-02,Sunday
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900,31-40,2023-11,Wednesday
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120,41-50,2023-02,Saturday
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150,51-60,2023-12,Tuesday
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500,31-40,2023-05,Monday
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100,51-60,2023-07,Wednesday
339,2023-03-03,CUST339,Female,22,Electronics,2,25,50,18-30,2023-03,Friday
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200,31-40,2023-10,Thursday
341,2023-05-07,CUST341,Male,31,Clothing,4,50,200,31-40,2023-05,Sunday
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000,41-50,2023-10,Tuesday
343,2023-11-01,CUST343,Male,21,Electronics,2,25,50,18-30,2023-11,Wednesday
344,2023-01-21,CUST344,Female,42,Beauty,1,30,30,41-50,2023-01,Saturday
345,2023-11-14,CUST345,Male,62,Electronics,1,30,30,60+,2023-11,Tuesday
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000,51-60,2023-02,Saturday
347,2023-08-03,CUST347,Male,42,Electronics,1,25,25,41-50,2023-08,Thursday
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600,31-40,2023-12,Sunday
349,2023-10-26,CUST349,Female,57,Beauty,1,50,50,51-60,2023-10,Thursday
350,2023-10-17,CUST350,Male,25,Beauty,3,25,75,18-30,2023-10,Tuesday
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90,51-60,2023-09,Monday
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000,51-60,2023-06,Sunday
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500,31-40,2023-05,Sunday
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200,41-50,2023-04,Saturday
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500,51-60,2023-12,Saturday
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500,41-50,2023-06,Saturday
357,2023-05-03,CUST357,Female,40,Electronics,3,25,75,31-40,2023-05,Wednesday
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300,31-40,2023-05,Tuesday
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50,41-50,2023-07,Saturday
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100,41-50,2023-03,Thursday
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200,31-40,2023-12,Sunday
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25,41-50,2023-11,Monday
363,2023-06-03,CUST363,Male,64,Beauty,1,25,25,60+,2023-06,Saturday
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500,18-30,2023-08,Wednesday
365,2023-06-11,CUST365,Male,31,Clothing,1,300,300,31-40,2023-06,Sunday
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100,51-60,2023-02,Tuesday
367,2023-01-05,CUST367,Female,57,Electronics,1,50,50,51-60,2023-01,Thursday
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200,51-60,2023-08,Wednesday
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500,18-30,2023-11,Wednesday
370,2023-10-16,CUST370,Male,23,Electronics,2,30,60,18-30,2023-10,Monday
371,2023-02-21,CUST371,Female,20,Beauty,1,25,25,18-30,2023-02,Tuesday
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500,18-30,2023-02,Tuesday
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600,18-30,2023-10,Tuesday
374,2023-04-20,CUST374,Female,59,Beauty,3,25,75,51-60,2023-04,Thursday
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50,31-40,2023-09,Sunday
376,2023-05-16,CUST376,Female,64,Beauty,1,30,30,60+,2023-05,Tuesday
377,2023-03-09,CUST377,Female,46,Clothing,4,50,200,41-50,2023-03,Thursday
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300,41-50,2023-06,Wednesday
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25,41-50,2023-02,Sunday
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600,51-60,2023-05,Saturday
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100,41-50,2023-07,Sunday
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000,51-60,2023-05,Friday
383,2023-03-22,CUST383,Female,46,Beauty,3,30,90,41-50,2023-03,Wednesday
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500,51-60,2023-08,Sunday
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500,41-50,2023-10,Friday
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600,51-60,2023-12,Wednesday
387,2023-06-04,CUST387,Male,44,Beauty,1,30,30,41-50,2023-06,Sunday
388,2023-11-10,CUST388,Male,50,Electronics,1,25,25,41-50,2023-11,Friday
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50,18-30,2023-12,Friday
390,2023-09-28,CUST390,Male,39,Electronics,2,50,100,31-40,2023-09,Thursday
391,2023-01-05,CUST391,Male,19,Beauty,2,25,50,18-30,2023-01,Thursday
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600,18-30,2023-12,Friday
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000,18-30,2023-10,Wednesday
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500,18-30,2023-06,Saturday
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000,41-50,2023-12,Wednesday
396,2023-02-23,CUST396,Female,55,Beauty,1,30,30,51-60,2023-02,Thursday
397,2023-03-10,CUST397,Female,30,Beauty,1,25,25,18-30,2023-03,Friday
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600,41-50,2023-05,Tuesday
399,2023-03-01,CUST399,Female,64,Beauty,2,30,60,60+,2023-03,Wednesday
400,2023-02-24,CUST400,Male,53,Clothing,4,50,200,51-60,2023-02,Friday
401,2023-10-11,CUST401,Female,62,Clothing,1,300,300,60+,2023-10,Wednesday
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600,41-50,2023-03,Tuesday
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600,31-40,2023-05,Saturday
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000,41-50,2023-05,Thursday
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200,18-30,2023-11,Monday
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100,18-30,2023-04,Tuesday
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900,41-50,2023-06,Sunday
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500,60+,2023-04,Saturday
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900,18-30,2023-12,Monday
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100,18-30,2023-11,Tuesday
411,2023-05-16,CUST411,Male,62,Electronics,4,50,200,60+,2023-05,Tuesday
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000,18-30,2023-09,Saturday
413,2023-09-08,CUST413,Female,44,Beauty,3,25,75,41-50,2023-09,Friday
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100,41-50,2023-05,Tuesday
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,51-60,2023-01,Friday
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,51-60,2023-02,Friday
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,41-50,2023-11,Tuesday
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,51-60,2023-08,Saturday
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,41-50,2023-05,Monday
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,18-30,2023-01,Monday
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,31-40,2023-01,Monday
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,18-30,2023-06,Tuesday
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,18-30,2023-03,Wednesday
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,51-60,2023-11,Thursday
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,51-60,2023-05,Monday
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,18-30,2023-03,Friday
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,18-30,2023-08,Tuesday
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,31-40,2023-10,Tuesday
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,60+,2023-12,Thursday
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,41-50,2023-08,Monday
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,60+,2023-10,Sunday
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,51-60,2023-01,Thursday
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,18-30,2023-02,Monday
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,41-50,2023-02,Wednesday
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,18-30,2023-12,Wednesday
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,51-60,2023-03,Saturday
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,31-40,2023-10,Saturday
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,41-50,2023-01,Thursday
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,41-50,2023-07,Sunday
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,60+,2023-10,Thursday
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,51-60,2023-10,Tuesday
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,51-60,2023-03,Friday
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,18-30,2023-08,Wednesday
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,60+,2023-03,Tuesday
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,51-60,2023-01,Sunday
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,18-30,2023-06,Wednesday
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,18-30,2023-07,Thursday
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,51-60,2023-01,Saturday
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,18-30,2023-07,Monday
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,51-60,2023-04,Tuesday
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,41-50,2023-12,Saturday
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,41-50,2023-05,Monday
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,18-30,2023-12,Friday
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,41-50,2023-02,Wednesday
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,31-40,2023-07,Saturday
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,51-60,2023-10,Saturday
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,51-60,2023-07,Friday
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,31-40,2023-11,Tuesday
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,18-30,2023-03,Tuesday
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,31-40,2023-05,Tuesday
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,<18,2023-03,Saturday
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,60+,2023-04,Saturday
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,51-60,2023-07,Monday
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,31-40,2023-01,Friday
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,41-50,2023-04,Sunday
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,60+,2023-06,Tuesday
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,51-60,2023-07,Sunday
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,31-40,2023-12,Saturday
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,<18,2023-05,Monday
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,51-60,2023-05,Wednesday
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,31-40,2023-03,Thursday
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,31-40,2023-12,Tuesday
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,60+,2023-02,Saturday
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,18-30,2023-07,Saturday
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,18-30,2023-01,Friday
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,18-30,2023-08,Tuesday
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,41-50,2023-04,Monday
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,51-60,2023-04,Thursday
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,51-60,2023-08,Thursday
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,41-50,2023-06,Thursday
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,41-50,2023-06,Tuesday
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,18-30,2023-04,Thursday
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,51-60,2023-04,Tuesday
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,18-30,2023-01,Friday
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,18-30,2023-12,Monday
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,31-40,2023-04,Sunday
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,41-50,2023-07,Monday
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,51-60,2023-06,Sunday
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,41-50,2023-05,Tuesday
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,31-40,2023-02,Sunday
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,51-60,2023-05,Tuesday
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,60+,2023-06,Thursday
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,41-50,2023-11,Saturday
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,41-50,2023-09,Monday
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,18-30,2023-07,Monday
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,18-30,2023-12,Thursday
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,41-50,2023-10,Monday
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,41-50,2023-06,Monday
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,41-50,2023-01,Sunday
